nivel_educativo;nivel_agrupado;nombre_escuela;tipo_escuela;sexo;edad;grado;fecha_aplicacion;a_convivencia;b_vivienda;c_negocio_familiar;p01_has_escuchado_educacion_financiera;p02_conoces_significado_educacion_financiera;p03_te_gustaria_aprender_educacion_financiera;p04_consideras_importante_educacion_financiera;p05_definicion_educacion_financiera;p06_conoces_significado_ahorro;p07_tienes_cuenta_ahorro;p08_constante_responsable_ahorrar;p09_opinion_credito_banco_caja;p10_conoces_que_es_credito;p11_conoces_que_es_presupuesto;p12_conoces_tasa_interes;p13_comprendes_que_es_inversion;p14_entendes_inflacion;p15_entendes_devaluacion_dinero;p16_diferencias_tarjeta_credito_debito;p17_ahorras_fuera_instituciones;p18_como_gustarian_clases;p18_categoria
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Mujer;14;3;6/3/2025;Padres;Prestada;Sí;1;1;3;3;d) No sé;5;No;5;5;5;4;1;5;2;3;5;Sí;No se;Otro
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Mujer;14;3;6/3/2025;Padres;Propia;Sí;3;1;2;3;b) Habilidades y conocimientos para el dinero;5;Sí;2;5;4;3;1;2;2;1;2;Sí;Explicacin, estrategias y actividades;Explicaciones claras
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Hombre;14;3;6/3/2025;Padres;Propia;Sí;5;3;4;5;a) Estrategias para manejo de finanzas personales;5;Sí;4;5;2;4;1;5;3;4;1;Sí;Explicacin, estrategias y actividades;Explicaciones claras
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Hombre;16;3;6/3/2025;Padres;Rentada;Sí;1;1;4;3;d) No sé;4;Sí;2;4;2;3;1;4;3;3;4;No;Explicacin, estrategias y actividades;Explicaciones claras
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Hombre;14;3;6/3/2025;Otro familiar;Propia;Sí;1;1;3;2;a) Estrategias para manejo de finanzas personales;5;Sí;2;3;1;3;2;3;3;1;1;Sí;No se;Otro
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Hombre;18;3;6/3/2025;Padres;Rentada;Sí;5;1;5;5;a) Estrategias para manejo de finanzas personales;4;No;5;5;5;5;5;5;4;5;5;Sí;Videos y clases interactivas;Interactivas
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Mujer;14;3;6/3/2025;Padres;Propia;No;2;1;5;5;a) Estrategias para manejo de finanzas personales;5;No;4;2;4;4;2;2;1;1;2;Sí;Divertidas, entretenidas e interesantes;Interactivas
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Hombre;20;3;6/3/2025;Otro familiar;Propia;Sí;1;1;3;3;d) No sé;3;No;3;3;2;2;2;2;1;2;2;Sí;Videos y clases interactivas;Interactivas
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Mujer;14;3;6/3/2025;Otro familiar;Propia;Sí;2;2;4;4;d) No sé;3;Sí;3;4;3;3;3;4;3;3;3;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Mujer;14;3;6/3/2025;Padres;Propia;No;3;3;5;5;a) Estrategias para manejo de finanzas personales;4;No;2;4;1;5;4;5;4;5;5;No;Explicacin, estrategias y actividades;Explicaciones claras
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Mujer;14;3;6/3/2025;Uno de ellos;Propia;Sí;3;2;4;5;a) Estrategias para manejo de finanzas personales;5;Sí;3;4;5;5;4;4;3;3;4;Sí;Divertidas, entretenidas e interesantes;Interactivas
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Hombre;14;3;6/3/2025;Padres;Propia;No;2;1;4;3;d) No sé;4;No;4;3;2;3;1;2;2;3;5;No;Expertos en el tema, dinmicas y simulaciones;Con expertos
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Hombre;14;3;6/3/2025;Uno de ellos;Propia;No;2;1;3;3;b) Habilidades y conocimientos para el dinero;5;Sí;5;1;4;4;3;4;5;3;5;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Mujer;14;3;6/3/2025;Padres;Rentada;No;5;3;5;5;a) Estrategias para manejo de finanzas personales;4;No;3;3;3;4;4;5;5;4;4;No;Expertos en el tema, dinmicas y simulaciones;Con expertos
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Hombre;14;3;6/3/2025;Padres;Rentada;No;3;2;1;4;a) Estrategias para manejo de finanzas personales;5;No;4;3;4;3;1;4;1;3;3;Sí;Videos y clases interactivas;Interactivas
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Hombre;14;3;6/3/2025;Padres;Rentada;Sí;3;3;5;5;a) Estrategias para manejo de finanzas personales;5;Sí;3;4;4;5;3;5;4;3;4;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Hombre;14;3;6/3/2025;Uno de ellos;Rentada;No;1;2;3;5;b) Habilidades y conocimientos para el dinero;5;No;4;5;4;5;2;5;2;2;1;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Mujer;14;3;6/3/2025;Padres;Propia;No;2;2;5;5;b) Habilidades y conocimientos para el dinero;3;Sí;4;2;1;4;1;3;3;2;1;No;Videos y clases interactivas;Interactivas
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Hombre;15;3;6/3/2025;Uno de ellos;Propia;No;2;5;5;5;a) Estrategias para manejo de finanzas personales;5;No;1;4;5;5;5;5;5;5;1;No;Explicacin, estrategias y actividades;Explicaciones claras
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Mujer;14;3;6/3/2025;Padres;Propia;Sí;5;4;3;5;b) Habilidades y conocimientos para el dinero;3;Sí;2;5;1;3;1;2;2;3;1;Sí;Divertidas, entretenidas e interesantes;Interactivas
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Mujer;14;3;6/3/2025;Padres;Propia;No;5;5;5;5;a) Estrategias para manejo de finanzas personales;5;Sí;2;5;5;5;1;5;1;4;2;Sí;Videos y clases interactivas;Interactivas
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Hombre;14;3;6/3/2025;Padres;Propia;Sí;2;3;1;3;a) Estrategias para manejo de finanzas personales;5;No;4;4;3;3;1;4;4;4;5;Sí;Explicacin, estrategias y actividades;Explicaciones claras
Secundaria;Secundaria;Manuel Lpez Cotilla;Pública;Mujer;14;3;6/3/2025;Padres;Rentada;Sí;1;1;2;1;b) Habilidades y conocimientos para el dinero;5;Sí;3;2;3;5;2;5;2;2;2;Sí;No se;Otro
Telesecundaria;Secundaria;Benito Jurez;Pública;Hombre;14;3;12/3/2025;Padres;Propia;No;3;2;4;3;d) No sé;3;Sí;3;1;1;3;3;4;4;3;3;Sí;Explicacin, estrategias y actividades;Explicaciones claras
Telesecundaria;Secundaria;Benito Jurez;Pública;Hombre;15;3;12/3/2025;Padres;Propia;No;2;1;5;4;d) No sé;1;No;2;1;1;2;1;2;2;3;1;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Benito Jurez;Pública;Mujer;14;3;12/3/2025;Padres;Propia;Sí;2;3;4;5;a) Estrategias para manejo de finanzas personales;4;Sí;2;1;1;4;1;2;1;2;1;Sí;Clases en lnea;Interactivas
Telesecundaria;Secundaria;Benito Jurez;Pública;Hombre;15;3;12/3/2025;Padres;Propia;No;3;1;5;5;b) Habilidades y conocimientos para el dinero;4;No;1;1;1;2;1;1;1;5;5;No;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Benito Jurez;Pública;Mujer;14;3;12/3/2025;Padres;Propia;No;1;1;4;5;b) Habilidades y conocimientos para el dinero;5;Sí;3;3;1;3;1;4;1;2;1;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Benito Jurez;Pública;Mujer;14;3;12/3/2025;Padres;Propia;No;1;1;5;5;b) Habilidades y conocimientos para el dinero;5;Sí;4;4;1;5;1;4;1;1;1;Sí;Trabajos en equipo;En equipo
Telesecundaria;Secundaria;Benito Jurez;Pública;Hombre;14;3;12/3/2025;Uno de ellos;Propia;No;3;2;3;4;a) Estrategias para manejo de finanzas personales;3;No;2;3;1;3;3;4;4;3;3;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Benito Jurez;Pública;Mujer;15;3;12/3/2025;Padres;Propia;No;1;1;3;1;a) Estrategias para manejo de finanzas personales;5;No;2;1;1;1;1;2;1;1;1;Sí;Exposiciones, ejemplos y practicas;Con practica
Telesecundaria;Secundaria;Benito Jurez;Pública;Mujer;14;3;12/3/2025;Uno de ellos;Propia;No;3;1;4;3;a) Estrategias para manejo de finanzas personales;3;Sí;3;2;3;5;4;4;3;2;2;Sí;Videos y clases interactivas;Interactivas
Telesecundaria;Secundaria;Francisco Navarro Maytorena;Pública;Mujer;14;3;13/3/2025;Padres;Propia;No;3;3;2;5;b) Habilidades y conocimientos para el dinero;5;Sí;5;4;4;4;3;3;3;3;3;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Francisco Navarro Maytorena;Pública;Mujer;14;3;13/3/2025;Padres;Propia;No;5;3;5;5;a) Estrategias para manejo de finanzas personales;5;Sí;3;4;3;5;1;4;1;1;2;No;Explicacin, estrategias y actividades;Explicaciones claras
Telesecundaria;Secundaria;Francisco Navarro Maytorena;Pública;Hombre;14;3;13/3/2025;Uno de ellos;Rentada;Sí;4;3;5;5;a) Estrategias para manejo de finanzas personales;4;Sí;3;4;4;4;4;5;4;4;3;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Francisco Navarro Maytorena;Pública;Mujer;14;3;13/3/2025;Uno de ellos;Propia;No;3;2;3;5;d) No sé;4;Sí;3;4;3;3;3;3;2;2;3;No;Explicacin, estrategias y actividades;Explicaciones claras
Telesecundaria;Secundaria;Francisco Navarro Maytorena;Pública;Mujer;15;3;13/3/2025;Padres;Propia;No;1;3;5;5;b) Habilidades y conocimientos para el dinero;5;No;3;2;3;3;1;5;3;3;1;No;Videos y clases interactivas;Interactivas
Telesecundaria;Secundaria;Francisco Navarro Maytorena;Pública;Hombre;14;3;13/3/2025;Padres;Propia;No;4;4;5;5;b) Habilidades y conocimientos para el dinero;5;Sí;5;5;5;5;4;5;5;5;5;Sí;Clases en lnea;Interactivas
Telesecundaria;Secundaria;Francisco Navarro Maytorena;Pública;Mujer;14;3;13/3/2025;Padres;Rentada;No;2;2;3;5;b) Habilidades y conocimientos para el dinero;5;No;3;4;5;5;3;5;3;4;2;No;Exposiciones, ejemplos y practicas;Con practica
Telesecundaria;Secundaria;Francisco Navarro Maytorena;Pública;Mujer;15;3;13/3/2025;Otro familiar;Propia;No;2;2;1;2;b) Habilidades y conocimientos para el dinero;5;No;5;3;3;4;2;3;1;1;3;No;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Francisco Navarro Maytorena;Pública;Hombre;15;3;13/3/2025;Padres;Propia;No;2;2;5;5;a) Estrategias para manejo de finanzas personales;5;No;3;5;3;4;3;4;2;2;3;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Francisco Navarro Maytorena;Pública;Hombre;14;3;13/3/2025;Uno de ellos;Propia;Sí;5;5;5;4;b) Habilidades y conocimientos para el dinero;5;Sí;1;2;5;5;3;5;3;3;3;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Francisco Navarro Maytorena;Pública;Mujer;15;3;13/3/2025;Otro familiar;Propia;Sí;2;1;2;3;b) Habilidades y conocimientos para el dinero;3;No;1;2;3;2;1;2;2;1;1;No;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Jos Mara Morelos y Pavn;Pública;Hombre;13;2;14/5/2025;Uno de ellos;Propia;No;1;1;3;5;a) Estrategias para manejo de finanzas personales;3;Sí;3;1;3;1;1;3;3;3;3;No;Hablar sobre inflacin y devaluacin;Ahorro/inversion
Telesecundaria;Secundaria;Jos Mara Morelos y Pavn;Pública;Mujer;14;2;14/5/2025;Padres;Propia;No;3;3;4;4;a) Estrategias para manejo de finanzas personales;5;No;2;2;5;5;4;4;5;4;5;Sí;Sencillas con lenguaje cotidiano e informacin;Explicaciones claras
Telesecundaria;Secundaria;Jos Mara Morelos y Pavn;Pública;Mujer;13;2;14/5/2025;Uno de ellos;Propia;No;3;3;4;4;a) Estrategias para manejo de finanzas personales;5;No;2;2;5;5;4;4;5;4;5;No;Sencillas con lenguaje cotidiano e informacin;Explicaciones claras
Telesecundaria;Secundaria;Jos Mara Morelos y Pavn;Pública;Hombre;13;2;14/5/2025;Uno de ellos;Propia;Sí;5;4;3;3;d) No sé;5;No;5;2;1;5;4;3;4;4;3;Sí;Como tengan que ser;Otro
Telesecundaria;Secundaria;Jos Mara Morelos y Pavn;Pública;Mujer;14;2;14/5/2025;Padres;Propia;Sí;1;1;3;3;d) No sé;5;Sí;4;2;3;5;3;5;3;3;5;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Jos Mara Morelos y Pavn;Pública;Mujer;14;2;14/5/2025;Padres;Propia;No;1;3;3;3;d) No sé;5;Sí;5;2;4;5;3;5;4;3;5;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Jos Mara Morelos y Pavn;Pública;Mujer;14;2;14/5/2025;Padres;Propia;No;1;1;5;5;a) Estrategias para manejo de finanzas personales;3;No;2;3;1;5;2;1;3;5;2;No;Trabajos en equipo;En equipo
Telesecundaria;Secundaria;Jos Mara Morelos y Pavn;Pública;Mujer;14;2;14/5/2025;Padres;Propia;No;2;2;5;5;a) Estrategias para manejo de finanzas personales;5;Sí;2;2;5;5;2;5;2;5;5;Sí;Divertidas, entretenidas e interesantes;Interactivas
Telesecundaria;Secundaria;Jos Mara Morelos y Pavn;Pública;Mujer;14;2;14/5/2025;Padres;Propia;No;3;1;5;5;b) Habilidades y conocimientos para el dinero;5;No;2;2;3;1;2;3;1;3;5;Sí;Divertidas, entretenidas e interesantes;Interactivas
Telesecundaria;Secundaria;Jos Mara Morelos y Pavn;Pública;Hombre;13;2;14/5/2025;Padres;Propia;Sí;1;1;3;3;b) Habilidades y conocimientos para el dinero;4;No;2;4;4;4;2;4;1;2;3;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Jos Mara Morelos y Pavn;Pública;Mujer;14;2;14/5/2025;Uno de ellos;Prestada;No;1;2;3;5;b) Habilidades y conocimientos para el dinero;5;No;3;4;3;2;1;2;1;1;2;No;Trabajos en equipo;En equipo
Telesecundaria;Secundaria;Jos Mara Morelos y Pavn;Pública;Mujer;14;2;14/5/2025;Uno de ellos;Rentada;No;1;1;3;4;a) Estrategias para manejo de finanzas personales;1;No;1;4;4;4;4;1;1;1;4;Sí;Explicacin, estrategias y actividades;Explicaciones claras
Telesecundaria;Secundaria;Jos Mara Morelos y Pavn;Pública;Mujer;13;2;14/5/2025;Uno de ellos;Rentada;No;2;3;5;4;a) Estrategias para manejo de finanzas personales;4;No;4;3;2;3;2;3;1;1;2;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Jos Mara Morelos y Pavn;Pública;Mujer;13;2;14/5/2025;Padres;Propia;No;5;3;3;4;a) Estrategias para manejo de finanzas personales;4;No;4;4;4;4;3;4;5;4;4;Sí;Explicacin, estrategias y actividades;Explicaciones claras
Telesecundaria;Secundaria;Jos Mara Morelos y Pavn;Pública;Hombre;14;2;14/5/2025;Padres;Propia;No;2;2;4;4;a) Estrategias para manejo de finanzas personales;4;No;3;3;3;3;3;3;4;2;2;No;Trabajos en equipo;En equipo
Telesecundaria;Secundaria;Jos Mara Morelos y Pavn;Pública;Hombre;14;2;14/5/2025;Uno de ellos;Prestada;No;1;1;1;2;a) Estrategias para manejo de finanzas personales;4;No;3;3;5;2;1;4;2;1;3;Sí;Explicacin, estrategias y actividades;Explicaciones claras
Telesecundaria;Secundaria;Jos Mara Morelos y Pavn;Pública;Mujer;13;2;14/5/2025;Padres;Propia;No;1;1;3;5;a) Estrategias para manejo de finanzas personales;5;No;2;1;3;2;1;1;1;1;1;No;Videos y clases interactivas;Interactivas
Telesecundaria;Secundaria;Jos Mara Morelos y Pavn;Pública;Hombre;13;2;14/5/2025;Padres;Propia;Sí;5;3;3;4;b) Habilidades y conocimientos para el dinero;5;Sí;2;4;4;5;2;4;3;2;3;No;Que los maestros no sean estrictos;Otro
Telesecundaria;Secundaria;Jos Mara Morelos y Pavn;Pública;Hombre;13;2;14/5/2025;Padres;Propia;Sí;3;2;4;5;d) No sé;3;Sí;3;4;3;2;3;2;1;2;2;No;Trabajos en equipo;En equipo
Telesecundaria;Secundaria;Jos Mara Morelos y Pavn;Pública;Hombre;13;2;14/5/2025;Padres;Propia;Sí;2;1;4;5;a) Estrategias para manejo de finanzas personales;5;No;3;1;1;3;2;4;1;1;1;Sí;Trabajos en equipo;En equipo
Telesecundaria;Secundaria;Jos Mara Vigil;Pública;Mujer;14;3;11/3/2025;Padres;Propia;Sí;5;4;5;5;a) Estrategias para manejo de finanzas personales;5;Sí;5;4;4;5;5;5;5;3;5;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Jos Mara Vigil;Pública;Hombre;14;3;11/3/2025;Uno de ellos;Propia;No;5;5;5;5;a) Estrategias para manejo de finanzas personales;5;Sí;1;1;1;5;5;5;5;5;5;No;Explicacin, estrategias y actividades;Explicaciones claras
Telesecundaria;Secundaria;Jos Mara Vigil;Pública;Mujer;14;3;11/3/2025;Padres;Propia;Sí;3;3;3;5;b) Habilidades y conocimientos para el dinero;5;Sí;4;4;1;3;2;5;3;2;3;No;Explicacin, estrategias y actividades;Explicaciones claras
Telesecundaria;Secundaria;Jos Mara Vigil;Pública;Hombre;14;3;11/3/2025;Padres;Propia;No;2;3;3;4;a) Estrategias para manejo de finanzas personales;5;Sí;3;1;1;4;3;5;1;3;5;Sí;Sin comentarios;Otro
Telesecundaria;Secundaria;Jos Mara Vigil;Pública;Mujer;14;3;11/3/2025;Padres;Propia;No;4;3;5;5;a) Estrategias para manejo de finanzas personales;4;No;3;5;1;4;3;5;4;4;3;Sí;Explicacin, estrategias y actividades;Explicaciones claras
Telesecundaria;Secundaria;Jos Mara Vigil;Pública;Hombre;14;3;11/3/2025;Padres;Propia;Sí;3;3;4;4;b) Habilidades y conocimientos para el dinero;5;Sí;5;3;1;4;3;4;4;3;5;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Jos Mara Vigil;Pública;Hombre;14;3;11/3/2025;Padres;Propia;No;3;5;4;5;b) Habilidades y conocimientos para el dinero;5;No;4;3;1;4;3;5;5;4;3;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Jos Mara Vigil;Pública;Hombre;15;3;11/3/2025;Uno de ellos;Propia;Sí;3;3;4;5;a) Estrategias para manejo de finanzas personales;4;Sí;2;3;1;4;4;3;4;4;4;No;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Jos Mara Vigil;Pública;Hombre;14;3;11/3/2025;Padres;Propia;Sí;4;3;5;4;a) Estrategias para manejo de finanzas personales;4;Sí;3;3;1;4;4;3;4;5;4;Sí;Videos y clases interactivas;Interactivas
Telesecundaria;Secundaria;Jos Mara Vigil;Pública;Mujer;14;3;11/3/2025;Padres;Propia;No;3;3;3;5;b) Habilidades y conocimientos para el dinero;5;Sí;1;1;1;5;2;4;2;3;5;Sí;Trabajos en equipo;En equipo
Telesecundaria;Secundaria;Jos Mara Vigil;Pública;Mujer;14;3;11/3/2025;Uno de ellos;Propia;Sí;2;3;5;5;a) Estrategias para manejo de finanzas personales;5;Sí;4;1;1;5;3;4;2;3;4;Sí;Trabajos en equipo;En equipo
Telesecundaria;Secundaria;Jos Mara Vigil;Pública;Hombre;14;3;11/3/2025;Uno de ellos;Rentada;Sí;3;2;4;3;b) Habilidades y conocimientos para el dinero;4;Sí;3;4;1;5;3;4;3;3;3;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Jos Mara Vigil;Pública;Hombre;14;3;11/3/2025;Padres;Propia;No;3;2;4;3;b) Habilidades y conocimientos para el dinero;4;Sí;3;3;1;5;3;4;3;3;3;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Nios Hroes;Pública;Hombre;15;3;13/3/2025;Padres;Propia;Sí;5;5;5;5;b) Habilidades y conocimientos para el dinero;5;No;1;3;5;5;5;5;5;5;5;No;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Nios Hroes;Pública;Hombre;15;3;13/3/2025;Padres;Propia;Sí;3;3;5;5;a) Estrategias para manejo de finanzas personales;5;Sí;2;4;3;4;3;4;5;5;5;No;Exposiciones, ejemplos y practicas;Con practica
Telesecundaria;Secundaria;Nios Hroes;Pública;Mujer;14;3;13/3/2025;Padres;Propia;Sí;1;1;3;5;a) Estrategias para manejo de finanzas personales;4;Sí;3;4;1;3;1;3;1;2;2;Sí;Explicacin, estrategias y actividades;Explicaciones claras
Telesecundaria;Secundaria;Nios Hroes;Pública;Mujer;15;3;13/3/2025;Padres;Propia;Sí;1;1;3;5;a) Estrategias para manejo de finanzas personales;4;Sí;2;4;1;1;5;3;1;2;3;Sí;Explicacin, estrategias y actividades;Explicaciones claras
Telesecundaria;Secundaria;Nios Hroes;Pública;Mujer;14;3;13/3/2025;Padres;Propia;No;3;2;4;5;b) Habilidades y conocimientos para el dinero;4;Sí;3;2;4;2;1;3;1;1;2;Sí;Explicacin, estrategias y actividades;Explicaciones claras
Telesecundaria;Secundaria;Nios Hroes;Pública;Hombre;14;3;13/3/2025;Padres;Rentada;No;1;1;5;3;b) Habilidades y conocimientos para el dinero;5;No;3;3;2;5;2;2;1;1;1;No;Explicacin, estrategias y actividades;Explicaciones claras
Telesecundaria;Secundaria;Nios Hroes;Pública;Hombre;15;3;13/3/2025;Padres;Propia;No;5;5;5;5;b) Habilidades y conocimientos para el dinero;5;No;4;2;5;2;3;5;1;2;3;Sí;Explicacin, estrategias y actividades;Explicaciones claras
Telesecundaria;Secundaria;Nios Hroes;Pública;Mujer;14;3;13/3/2025;Padres;Propia;No;1;1;2;2;d) No sé;2;No;2;2;2;2;2;2;1;2;2;Sí;Trabajos en equipo;En equipo
Telesecundaria;Secundaria;Nios Hroes;Pública;Mujer;14;3;13/3/2025;Padres;Rentada;No;5;1;3;5;b) Habilidades y conocimientos para el dinero;5;No;3;3;3;1;1;2;3;3;5;Sí;Trabajos en equipo;En equipo
Telesecundaria;Secundaria;Nios Hroes;Pública;Mujer;14;3;13/3/2025;Uno de ellos;Propia;No;1;1;3;5;b) Habilidades y conocimientos para el dinero;5;No;5;3;5;5;1;5;1;5;5;Sí;Explicacin, estrategias y actividades;Explicaciones claras
Telesecundaria;Secundaria;Nios Hroes;Pública;Hombre;14;3;13/3/2025;Padres;Propia;No;4;4;5;5;b) Habilidades y conocimientos para el dinero;5;Sí;5;3;5;4;4;5;5;4;5;Sí;Explicacin, estrategias y actividades;Explicaciones claras
Telesecundaria;Secundaria;Nios Hroes;Pública;Hombre;14;3;13/3/2025;Padres;Propia;No;2;2;5;5;a) Estrategias para manejo de finanzas personales;5;No;4;4;5;5;1;5;1;2;5;Sí;Trabajos en equipo;En equipo
Telesecundaria;Secundaria;Nios Hroes;Pública;Hombre;15;3;13/3/2025;Padres;Rentada;No;3;2;4;5;a) Estrategias para manejo de finanzas personales;2;No;2;3;1;4;3;4;4;4;1;Sí;Explicacin, estrategias y actividades;Explicaciones claras
Telesecundaria;Secundaria;Salvador Esquer Apodaca;Pública;Mujer;14;3;6/3/2025;Uno de ellos;Propia;Sí;5;1;1;3;b) Habilidades y conocimientos para el dinero;5;No;3;4;3;1;1;2;1;2;3;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Salvador Esquer Apodaca;Pública;Mujer;17;3;6/3/2025;Otro familiar;Propia;Sí;3;2;4;4;b) Habilidades y conocimientos para el dinero;4;Sí;2;3;2;2;1;2;2;1;1;No;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Salvador Esquer Apodaca;Pública;Hombre;14;3;6/3/2025;Uno de ellos;Propia;Sí;2;5;3;4;b) Habilidades y conocimientos para el dinero;1;Sí;2;3;1;2;3;2;3;3;2;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Salvador Esquer Apodaca;Pública;Hombre;15;3;6/3/2025;Padres;Propia;Sí;2;3;3;4;d) No sé;5;Sí;4;2;1;5;2;3;1;5;3;Sí;Explicacin, estrategias y actividades;Explicaciones claras
Telesecundaria;Secundaria;Salvador Esquer Apodaca;Pública;Mujer;15;3;6/3/2025;Padres;Propia;Sí;3;1;4;2;b) Habilidades y conocimientos para el dinero;5;No;5;3;4;3;2;4;3;3;4;No;Exposiciones, ejemplos y practicas;Con practica
Telesecundaria;Secundaria;Salvador Esquer Apodaca;Pública;Hombre;14;3;6/3/2025;Uno de ellos;Rentada;Sí;2;1;3;3;b) Habilidades y conocimientos para el dinero;4;No;4;4;4;4;3;3;3;3;4;Sí;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Salvador Esquer Apodaca;Pública;Mujer;15;3;6/3/2025;Uno de ellos;Propia;Sí;2;2;3;4;b) Habilidades y conocimientos para el dinero;5;No;3;4;3;4;2;3;2;4;4;Sí;Exposiciones, ejemplos y practicas;Con practica
Telesecundaria;Secundaria;Salvador Esquer Apodaca;Pública;Hombre;14;3;6/3/2025;Padres;Propia;No;3;4;5;5;b) Habilidades y conocimientos para el dinero;3;No;3;3;4;3;4;3;3;4;3;Sí;Exposiciones, ejemplos y practicas;Con practica
Telesecundaria;Secundaria;Salvador Esquer Apodaca;Pública;Hombre;15;3;6/3/2025;Uno de ellos;Propia;No;3;1;4;5;a) Estrategias para manejo de finanzas personales;5;No;4;4;5;4;2;5;2;3;3;Sí;Exposiciones, ejemplos y practicas;Con practica
Telesecundaria;Secundaria;Salvador Esquer Apodaca;Pública;Hombre;14;3;6/3/2025;Uno de ellos;Propia;No;3;1;1;1;a) Estrategias para manejo de finanzas personales;1;No;3;4;5;5;4;4;4;3;5;Sí;Exposiciones, ejemplos y practicas;Con practica
Telesecundaria;Secundaria;Salvador Esquer Apodaca;Pública;Mujer;14;3;6/3/2025;Padres;Propia;No;2;1;1;2;d) No sé;4;Sí;1;2;2;2;1;4;1;1;1;No;Expertos en el tema, dinmicas y simulaciones;Con expertos
Telesecundaria;Secundaria;Salvador Esquer Apodaca;Pública;Hombre;14;3;6/3/2025;Padres;Propia;No;2;2;3;4;a) Estrategias para manejo de finanzas personales;5;Sí;2;2;4;5;2;4;1;2;2;No;Explicacin, estrategias y actividades;Explicaciones claras
Telesecundaria;Secundaria;Salvador Esquer Apodaca;Pública;Hombre;14;3;6/3/2025;Otro familiar;Propia;Sí;3;1;4;3;b) Habilidades y conocimientos para el dinero;3;No;3;2;2;4;3;4;4;3;2;No;Explicacin, estrategias y actividades;Explicaciones claras
